transaction_id,account_id,merchant_id,transaction_date,amount,transaction_type
TXN55003638,ACC904748,MERCH3,2025-03-05 00:00:39.526003,37.38,purchase
TXN25836769,ACC469892,MERCH44,2025-09-05 00:00:39.526003,79.53,withdrawal
TXN51071610,ACC419539,MERCH30,2025-05-14 00:00:39.526003,3.64,deposit
TXN73024906,ACC410898,MERCH42,2025-08-25 00:00:39.526003,23.77,deposit
TXN90632351,ACC794550,MERCH10,2025-10-28 00:00:39.526003,61.64,deposit
TXN98670554,ACC813490,MERCH36,2025-04-12 00:00:39.526003,86.89,withdrawal
TXN48773075,ACC413327,MERCH21,2025-08-10 00:00:39.526003,47.57,purchase
TXN12209244,ACC981885,MERCH19,2025-06-03 00:00:39.526003,54.75,deposit
TXN13650948,ACC341493,MERCH41,2025-07-17 00:00:39.526003,115.39,purchase
TXN69486932,ACC747352,MERCH41,2025-06-08 00:00:39.526003,35.54,deposit
TXN34904888,ACC410898,MERCH19,2025-10-15 00:00:39.526003,51.21,withdrawal
TXN52561589,ACC887192,MERCH42,2025-02-04 00:00:39.526003,73.61,deposit
TXN29608270,ACC579915,MERCH19,2025-03-16 00:00:39.526003,90.53,withdrawal
TXN17392395,ACC278356,MERCH15,2025-10-07 00:00:39.526003,55.7,withdrawal
TXN57749552,ACC987930,MERCH47,2025-06-19 00:00:39.526003,47.19,purchase
TXN37823409,ACC900693,MERCH39,2025-04-06 00:00:39.526003,42.89,withdrawal
TXN17113737,ACC240728,MERCH50,2025-06-27 00:00:39.526003,19.12,purchase
TXN60289903,ACC546274,MERCH25,2025-10-01 00:00:39.526003,31.33,withdrawal
TXN81151111,ACC565494,MERCH35,2025-06-20 00:00:39.526003,72.81,purchase
TXN89537939,ACC692301,MERCH3,2025-04-20 00:00:39.526003,15.96,purchase
TXN39681001,ACC763283,MERCH19,2025-02-12 00:00:39.526003,119.03,deposit
TXN47625740,ACC813490,MERCH13,2025-05-31 00:00:39.526003,10.57,purchase
TXN25403216,ACC529057,MERCH23,2025-10-28 00:00:39.526003,28.61,deposit
TXN89798807,ACC437929,MERCH9,2025-03-09 00:00:39.526003,45.2,withdrawal
TXN23488841,ACC685116,MERCH34,2025-03-30 00:00:39.526003,3.3,withdrawal
TXN55986483,ACC541449,MERCH7,2025-12-30 00:00:39.526003,65.07,deposit
TXN30135570,ACC829328,MERCH49,2025-03-27 00:00:39.526003,9.06,withdrawal
TXN36264522,ACC249105,MERCH1,2025-06-12 00:00:39.526003,21.55,purchase
TXN11107255,ACC506329,MERCH10,2025-03-06 00:00:39.526003,155.01,deposit
TXN84160086,ACC862532,MERCH19,2025-08-14 00:00:39.526003,63.59,withdrawal
TXN86870901,ACC593707,MERCH32,2025-11-30 00:00:39.526003,71.02,withdrawal
TXN25194448,ACC585814,MERCH23,2025-06-02 00:00:39.526003,60.34,purchase
TXN41725584,ACC484293,MERCH36,2025-07-18 00:00:39.526003,36.39,withdrawal
TXN61652390,ACC987865,MERCH17,2025-02-08 00:00:39.526003,3.83,purchase
TXN45116670,ACC635906,MERCH45,2025-11-01 00:00:39.526003,7.71,purchase
TXN73127029,ACC769188,MERCH16,2025-07-27 00:00:39.526003,68.69,deposit
TXN54301956,ACC709800,MERCH10,2025-09-30 00:00:39.526003,25.96,withdrawal
TXN60127630,ACC360526,MERCH12,2025-07-21 00:00:39.526003,34.45,deposit
TXN71355985,ACC773582,MERCH13,2026-01-01 00:00:39.526003,121.8,deposit
TXN96005771,ACC369604,MERCH46,2025-05-13 00:00:39.526003,29.35,purchase
TXN36257384,ACC400362,MERCH31,2026-01-21 00:00:39.526003,49.66,withdrawal
TXN33312240,ACC506329,MERCH30,2025-06-05 00:00:39.526003,32.88,withdrawal
TXN24623350,ACC639338,MERCH47,2025-10-27 00:00:39.526003,56.96,deposit
TXN26448728,ACC628838,MERCH49,2025-05-16 00:00:39.526003,63.51,deposit
TXN91920906,ACC464963,MERCH19,2025-06-13 00:00:39.526003,59.55,purchase
TXN40771592,ACC485601,MERCH24,2026-01-07 00:00:39.526003,35.3,deposit
TXN43709408,ACC376981,MERCH3,2025-02-12 00:00:39.526003,1.22,deposit
TXN44236242,ACC296484,MERCH43,2025-11-12 00:00:39.526003,114.93,withdrawal
TXN61182714,ACC760431,MERCH8,2025-04-03 00:00:39.526003,41.16,purchase
TXN78519164,ACC225625,MERCH50,2025-09-25 00:00:39.526003,0.34,withdrawal
TXN24662788,ACC801138,MERCH8,2025-06-05 00:00:39.526003,12.0,purchase
TXN77507133,ACC217984,MERCH14,2025-10-13 00:00:39.526003,40.14,deposit
TXN88601904,ACC577095,MERCH27,2025-06-02 00:00:39.526003,38.91,deposit
TXN57875657,ACC903943,MERCH28,2025-04-01 00:00:39.526003,37.5,deposit
TXN85216179,ACC277318,MERCH10,2026-01-11 00:00:39.526003,79.26,withdrawal
TXN93653830,ACC297417,MERCH9,2025-02-18 00:00:39.526003,62.7,purchase
TXN93429346,ACC765181,MERCH22,2025-10-01 00:00:39.526003,40.91,withdrawal
TXN57056118,ACC952459,MERCH8,2025-08-02 00:00:39.526003,98.45,withdrawal
TXN81698205,ACC169893,MERCH17,2025-05-25 00:00:39.526003,60.99,purchase
TXN47356413,ACC743031,MERCH38,2025-10-06 00:00:39.526003,13.69,purchase
TXN47881396,ACC512638,MERCH12,2025-04-26 00:00:39.526003,36.62,deposit
TXN53052145,ACC515820,MERCH48,2025-06-10 00:00:39.526003,36.06,withdrawal
TXN65554517,ACC263549,MERCH33,2025-03-25 00:00:39.526003,22.32,deposit
TXN36536459,ACC408134,MERCH18,2025-11-04 00:00:39.526003,104.61,purchase
TXN56848705,ACC341661,MERCH33,2025-09-13 00:00:39.526003,55.52,purchase
TXN93244543,ACC469892,MERCH48,2025-10-29 00:00:39.526003,7.68,purchase
TXN78246551,ACC538637,MERCH17,2025-07-06 00:00:39.526003,71.47,withdrawal
TXN11729715,ACC530324,MERCH17,2025-05-02 00:00:39.526003,78.74,withdrawal
TXN28380732,ACC272461,MERCH38,2025-10-20 00:00:39.526003,47.74,deposit
TXN10960788,ACC464963,MERCH41,2025-10-01 00:00:39.526003,45.78,purchase
TXN97922298,ACC458295,MERCH17,2025-09-15 00:00:39.526003,45.28,deposit
TXN25933963,ACC437929,MERCH4,2025-07-26 00:00:39.526003,105.27,purchase
TXN19563094,ACC865727,MERCH37,2025-10-25 00:00:39.526003,14.12,withdrawal
TXN38709100,ACC395208,MERCH43,2025-03-22 00:00:39.526003,7.85,withdrawal
TXN27062542,ACC337108,MERCH36,2025-04-21 00:00:39.526003,29.53,purchase
TXN63917781,ACC243514,MERCH6,2025-10-04 00:00:39.526003,43.2,purchase
TXN46308219,ACC911668,MERCH16,2025-08-05 00:00:39.526003,69.57,withdrawal
TXN13228133,ACC648724,MERCH14,2025-05-04 00:00:39.526003,3.32,purchase
TXN63628854,ACC435181,MERCH4,2026-01-05 00:00:39.526003,91.39,purchase
TXN41661508,ACC943720,MERCH7,2025-12-02 00:00:39.526003,99.94,deposit
TXN47136189,ACC911668,MERCH37,2025-10-02 00:00:39.526003,23.21,purchase
TXN22631507,ACC335190,MERCH10,2025-04-14 00:00:39.526003,66.21,withdrawal
TXN88128484,ACC851289,MERCH5,2025-03-08 00:00:39.526003,35.39,purchase
TXN98672799,ACC911668,MERCH28,2026-01-13 00:00:39.526003,54.7,deposit
TXN87658682,ACC213202,MERCH10,2025-12-18 00:00:39.526003,28.92,deposit
TXN32981871,ACC434175,MERCH4,2025-04-23 00:00:39.526003,14.44,withdrawal
TXN41463304,ACC713464,MERCH5,2025-11-25 00:00:39.526003,3.17,withdrawal
TXN43317641,ACC233314,MERCH28,2025-03-26 00:00:39.526003,0.4,deposit
TXN92796288,ACC146435,MERCH38,2025-03-01 00:00:39.526003,60.23,deposit
TXN12108662,ACC172083,MERCH5,2025-03-06 00:00:39.526003,51.04,withdrawal
TXN62152864,ACC298300,MERCH1,2025-11-26 00:00:39.526003,64.19,deposit
TXN12103767,ACC995706,MERCH17,2025-04-16 00:00:39.526003,18.53,deposit
TXN98697861,ACC743792,MERCH1,2025-09-06 00:00:39.526003,52.21,deposit
TXN59808367,ACC903971,MERCH16,2025-02-24 00:00:39.526003,42.9,deposit
TXN92527019,ACC437401,MERCH9,2025-07-17 00:00:39.526003,92.22,deposit
TXN47596187,ACC440282,MERCH26,2025-06-06 00:00:39.526003,70.78,withdrawal
TXN52542107,ACC345127,MERCH37,2025-08-20 00:00:39.526003,59.51,withdrawal
TXN55026443,ACC959874,MERCH50,2025-06-18 00:00:39.526003,77.63,purchase
TXN31478426,ACC263549,MERCH50,2026-01-11 00:00:39.526003,78.59,purchase
TXN20910812,ACC951831,MERCH36,2025-11-24 00:00:39.526003,89.2,deposit
TXN68230947,ACC119071,MERCH24,2025-03-13 00:00:39.526003,41.13,withdrawal
TXN94288168,ACC532918,MERCH18,2025-04-27 00:00:39.526003,107.74,purchase
TXN41732140,ACC282101,MERCH13,2026-01-11 00:00:39.526003,106.49,withdrawal
TXN56015086,ACC780683,MERCH50,2026-01-18 00:00:39.526003,55.85,deposit
TXN84807753,ACC163306,MERCH49,2025-11-26 00:00:39.526003,22.81,withdrawal
TXN27328173,ACC272929,MERCH25,2025-06-15 00:00:39.526003,46.21,purchase
TXN64048904,ACC336424,MERCH2,2025-11-25 00:00:39.526003,68.19,purchase
TXN86302167,ACC345244,MERCH50,2025-10-27 00:00:39.526003,37.2,withdrawal
TXN48186020,ACC116054,MERCH31,2025-02-04 00:00:39.526003,129.13,withdrawal
TXN96590589,ACC338715,MERCH14,2025-08-27 00:00:39.526003,59.0,deposit
TXN19459910,ACC639338,MERCH20,2025-12-17 00:00:39.526003,122.67,purchase
TXN18283680,ACC440282,MERCH18,2025-03-15 00:00:39.526003,113.81,deposit
TXN44802679,ACC233314,MERCH25,2026-01-21 00:00:39.526003,0.75,deposit
TXN40075564,ACC731537,MERCH44,2026-01-24 00:00:39.526003,81.45,withdrawal
TXN86329253,ACC122424,MERCH42,2025-02-26 00:00:39.526003,9.12,deposit
TXN77004720,ACC306793,MERCH33,2025-05-17 00:00:39.526003,14.03,withdrawal
TXN65390092,ACC296484,MERCH19,2025-09-06 00:00:39.526003,104.98,deposit
TXN51635722,ACC222114,MERCH5,2025-10-23 00:00:39.526003,35.59,deposit
TXN70525367,ACC648724,MERCH18,2025-08-08 00:00:39.526003,74.11,withdrawal
TXN80321669,ACC999384,MERCH48,2025-10-12 00:00:39.526003,39.4,withdrawal
TXN22329649,ACC412316,MERCH50,2025-12-27 00:00:39.526003,43.62,deposit
TXN85299984,ACC952459,MERCH1,2025-06-14 00:00:39.526003,38.75,withdrawal
TXN80021749,ACC872619,MERCH38,2025-02-24 00:00:39.526003,54.0,withdrawal
TXN78021944,ACC719540,MERCH14,2025-10-26 00:00:39.526003,129.44,deposit
TXN27059236,ACC637743,MERCH42,2025-09-24 00:00:39.526003,22.95,deposit
TXN70032106,ACC605228,MERCH32,2025-02-11 00:00:39.526003,30.53,deposit
TXN93614265,ACC786440,MERCH36,2025-12-14 00:00:39.526003,76.39,withdrawal
TXN64657594,ACC204008,MERCH45,2025-07-20 00:00:39.526003,61.33,withdrawal
TXN71122325,ACC183227,MERCH35,2025-10-14 00:00:39.526003,44.63,deposit
TXN85352283,ACC593707,MERCH27,2025-05-30 00:00:39.526003,78.24,deposit
TXN22283388,ACC469489,MERCH10,2025-05-28 00:00:39.526003,40.54,deposit
TXN36604436,ACC249663,MERCH23,2025-08-21 00:00:39.526003,75.36,deposit
TXN83023208,ACC903881,MERCH15,2025-11-17 00:00:39.526003,79.86,withdrawal
TXN14032380,ACC850817,MERCH31,2025-07-08 00:00:39.526003,16.9,withdrawal
TXN18166289,ACC130896,MERCH34,2025-08-15 00:00:39.526003,105.63,purchase
TXN61160554,ACC479056,MERCH15,2025-09-18 00:00:39.526003,58.58,deposit
TXN60131712,ACC708477,MERCH37,2025-08-23 00:00:39.526003,95.39,withdrawal
TXN31153450,ACC832696,MERCH39,2025-11-06 00:00:39.526003,53.45,withdrawal
TXN86866676,ACC987889,MERCH23,2025-07-04 00:00:39.526003,12.31,deposit
TXN75943786,ACC773582,MERCH19,2025-03-10 00:00:39.526003,78.95,purchase
TXN88764995,ACC335190,MERCH49,2025-02-24 00:00:39.526003,37.79,purchase
TXN94454653,ACC167773,MERCH45,2025-12-08 00:00:39.526003,5.81,deposit
TXN48375478,ACC186237,MERCH26,2025-08-27 00:00:39.526003,1.92,withdrawal
TXN75253351,ACC206550,MERCH32,2025-03-08 00:00:39.526003,32.12,withdrawal
TXN69054971,ACC457454,MERCH30,2025-11-28 00:00:39.526003,56.89,withdrawal
TXN12019363,ACC481430,MERCH44,2026-01-19 00:00:39.526003,27.16,withdrawal
TXN41575977,ACC305613,MERCH37,2026-01-26 00:00:39.526003,60.7,deposit
TXN65936639,ACC309092,MERCH14,2025-10-21 00:00:39.526003,16.04,purchase
TXN47706063,ACC448542,MERCH20,2025-08-04 00:00:39.526003,68.86,purchase
TXN87038523,ACC476589,MERCH11,2026-01-16 00:00:39.526003,78.93,withdrawal
TXN17572808,ACC821572,MERCH34,2025-10-24 00:00:39.526003,8.03,deposit
TXN69326046,ACC905390,MERCH47,2025-05-17 00:00:39.526003,77.5,deposit
TXN83128326,ACC242562,MERCH32,2025-11-22 00:00:39.526003,29.81,withdrawal
TXN55555994,ACC305594,MERCH2,2025-07-30 00:00:39.526003,173.09,withdrawal
TXN73382006,ACC548904,MERCH19,2025-07-06 00:00:39.526003,51.43,purchase
TXN44991865,ACC481430,MERCH5,2025-08-25 00:00:39.526003,63.46,deposit
TXN26395585,ACC796639,MERCH33,2025-09-21 00:00:39.526003,114.06,withdrawal
TXN89239024,ACC315801,MERCH25,2025-03-09 00:00:39.526003,71.25,deposit
TXN66683248,ACC615529,MERCH36,2025-06-15 00:00:39.526003,81.32,purchase
TXN63552946,ACC747399,MERCH10,2025-12-16 00:00:39.526003,62.1,purchase
TXN11638346,ACC547345,MERCH31,2025-05-12 00:00:39.526003,107.91,purchase
TXN70656035,ACC956686,MERCH50,2025-07-12 00:00:39.526003,128.11,purchase
TXN77086670,ACC122662,MERCH44,2025-06-18 00:00:39.526003,64.26,purchase
TXN60706109,ACC204563,MERCH9,2025-08-30 00:00:39.526003,97.13,deposit
TXN20079808,ACC654417,MERCH14,2025-10-06 00:00:39.526003,70.21,purchase
TXN10841481,ACC142827,MERCH49,2025-12-25 00:00:39.526003,7.81,purchase
TXN75081937,ACC635906,MERCH13,2025-08-14 00:00:39.526003,45.17,purchase
TXN27383494,ACC946823,MERCH28,2025-02-07 00:00:39.526003,89.15,deposit
TXN84480260,ACC310135,MERCH16,2025-07-05 00:00:39.526003,49.68,purchase
TXN34683018,ACC356679,MERCH18,2025-08-24 00:00:39.526003,66.62,withdrawal
TXN39782211,ACC297417,MERCH29,2025-03-29 00:00:39.526003,38.7,purchase
TXN51507694,ACC147649,MERCH48,2025-09-20 00:00:39.526003,58.79,deposit
TXN13581009,ACC911668,MERCH12,2025-06-06 00:00:39.526003,16.53,purchase
TXN32501113,ACC564565,MERCH35,2025-08-20 00:00:39.526003,11.29,deposit
TXN87673710,ACC573412,MERCH44,2025-07-15 00:00:39.526003,79.93,withdrawal
TXN46491910,ACC863695,MERCH4,2025-04-19 00:00:39.526003,43.13,deposit
TXN31389949,ACC709800,MERCH44,2025-08-17 00:00:39.526003,71.79,deposit
TXN75275093,ACC478078,MERCH8,2025-05-11 00:00:39.526003,134.67,purchase
TXN17645204,ACC193626,MERCH29,2025-03-10 00:00:39.526003,33.07,deposit
TXN16736347,ACC904748,MERCH10,2025-12-10 00:00:39.526003,20.55,deposit
TXN25491582,ACC208255,MERCH19,2025-11-19 00:00:39.526003,2.87,purchase
TXN32613992,ACC253803,MERCH21,2025-09-13 00:00:39.526003,25.01,purchase
TXN58397033,ACC950292,MERCH4,2025-05-15 00:00:39.526003,57.36,withdrawal
TXN32781715,ACC338715,MERCH28,2025-02-05 00:00:39.526003,72.35,purchase
TXN59334980,ACC369604,MERCH28,2025-12-30 00:00:39.526003,85.07,withdrawal
TXN22336184,ACC465640,MERCH17,2025-04-29 00:00:39.526003,34.24,deposit
TXN89827846,ACC433662,MERCH32,2025-12-23 00:00:39.526003,3.43,withdrawal
TXN91414220,ACC917653,MERCH4,2025-08-01 00:00:39.526003,38.52,withdrawal
TXN36451474,ACC927240,MERCH42,2025-02-18 00:00:39.526003,47.95,deposit
TXN98813005,ACC542874,MERCH21,2026-01-09 00:00:39.526003,161.54,purchase
TXN72392837,ACC419236,MERCH18,2025-05-28 00:00:39.526003,66.76,deposit
TXN41702118,ACC278875,MERCH20,2025-04-26 00:00:39.526003,99.16,withdrawal
TXN81067377,ACC169893,MERCH42,2025-04-28 00:00:39.526003,37.85,withdrawal
TXN23156754,ACC121619,MERCH16,2025-05-05 00:00:39.526003,41.8,deposit
TXN36856414,ACC919902,MERCH46,2025-10-18 00:00:39.526003,0.86,purchase
TXN81513509,ACC578704,MERCH13,2025-08-26 00:00:39.526003,38.4,purchase
TXN18417841,ACC953051,MERCH48,2025-06-16 00:00:39.526003,2.98,deposit
TXN26590865,ACC730708,MERCH49,2025-11-23 00:00:39.526003,81.66,deposit
TXN13044236,ACC911668,MERCH37,2025-11-11 00:00:39.526003,66.84,withdrawal
TXN15810930,ACC152597,MERCH13,2025-06-12 00:00:39.526003,48.61,withdrawal
TXN58013652,ACC480300,MERCH8,2025-05-18 00:00:39.526003,39.24,deposit
TXN21012688,ACC546048,MERCH4,2025-04-19 00:00:39.526003,125.03,deposit
TXN29348898,ACC956100,MERCH5,2025-02-06 00:00:39.526003,78.95,deposit
TXN85443771,ACC796639,MERCH28,2025-05-21 00:00:39.526003,70.64,deposit
TXN58760667,ACC757650,MERCH9,2026-01-08 00:00:39.526003,15.9,deposit
TXN22660718,ACC647880,MERCH21,2025-07-13 00:00:39.526003,64.97,deposit
TXN57959529,ACC900693,MERCH28,2025-06-21 00:00:39.526003,98.21,withdrawal
TXN82671933,ACC743031,MERCH21,2025-06-09 00:00:39.526003,13.18,purchase
TXN30670456,ACC231186,MERCH45,2025-06-08 00:00:39.526003,60.1,purchase
TXN17671388,ACC818577,MERCH20,2025-07-22 00:00:39.526003,4.79,deposit
TXN71217829,ACC121319,MERCH22,2025-07-15 00:00:39.526003,126.2,purchase
TXN76990035,ACC719540,MERCH14,2025-09-10 00:00:39.526003,15.22,withdrawal
TXN95181292,ACC314984,MERCH26,2025-03-16 00:00:39.526003,71.65,purchase
TXN80534541,ACC485601,MERCH23,2025-09-19 00:00:39.526003,109.5,purchase
TXN17210638,ACC278356,MERCH32,2025-05-19 00:00:39.526003,96.92,deposit
TXN97248897,ACC157464,MERCH45,2025-03-04 00:00:39.526003,82.09,purchase
TXN95562762,ACC792934,MERCH33,2025-07-12 00:00:39.526003,40.46,deposit
TXN74155806,ACC240728,MERCH4,2025-12-22 00:00:39.526003,43.53,purchase
TXN95252771,ACC987889,MERCH6,2025-10-27 00:00:39.526003,98.97,purchase
TXN23555100,ACC146673,MERCH24,2025-11-05 00:00:39.526003,76.1,deposit
TXN63703308,ACC349833,MERCH13,2025-05-08 00:00:39.526003,68.3,purchase
TXN29356448,ACC918667,MERCH7,2026-01-05 00:00:39.526003,73.21,purchase
TXN94408763,ACC578704,MERCH40,2025-11-01 00:00:39.526003,78.62,purchase
TXN97424467,ACC833074,MERCH9,2025-07-10 00:00:39.526003,105.08,deposit
TXN73630461,ACC739340,MERCH2,2025-04-14 00:00:39.526003,56.24,withdrawal
TXN54011792,ACC903943,MERCH18,2026-01-06 00:00:39.526003,55.3,deposit
TXN51447977,ACC254998,MERCH17,2025-08-11 00:00:39.526003,81.5,purchase
TXN16347404,ACC170691,MERCH1,2025-07-05 00:00:39.526003,67.18,deposit
TXN75162880,ACC692301,MERCH18,2025-08-21 00:00:39.526003,15.89,withdrawal
TXN93801314,ACC278356,MERCH3,2025-03-01 00:00:39.526003,23.31,deposit
TXN27870455,ACC282101,MERCH12,2025-06-01 00:00:39.526003,65.76,purchase
TXN13707074,ACC230695,MERCH43,2025-11-27 00:00:39.526003,84.56,purchase
TXN29694029,ACC233324,MERCH29,2025-12-12 00:00:39.526003,46.68,deposit
TXN84673328,ACC990696,MERCH2,2025-05-09 00:00:39.526003,23.04,withdrawal
TXN10151503,ACC793548,MERCH20,2025-12-17 00:00:39.526003,39.7,purchase
TXN51580700,ACC753894,MERCH43,2025-04-14 00:00:39.526003,15.18,deposit
TXN66689669,ACC547345,MERCH35,2025-10-08 00:00:39.526003,22.68,deposit
TXN44024380,ACC296944,MERCH24,2025-06-27 00:00:39.526003,41.83,purchase
TXN96651450,ACC271902,MERCH30,2025-11-13 00:00:39.526003,77.75,withdrawal
TXN71958661,ACC119071,MERCH26,2025-08-16 00:00:39.526003,61.94,purchase
TXN44597781,ACC415687,MERCH5,2025-11-01 00:00:39.526003,40.41,deposit
TXN72945201,ACC326458,MERCH31,2025-08-10 00:00:39.526003,80.92,deposit
TXN46815563,ACC379905,MERCH35,2025-05-13 00:00:39.526003,55.97,deposit
TXN26450678,ACC271069,MERCH2,2025-03-04 00:00:39.526003,36.23,purchase
TXN66691863,ACC767695,MERCH43,2025-06-12 00:00:39.526003,35.25,deposit
TXN36819700,ACC135095,MERCH23,2025-05-05 00:00:39.526003,6.43,withdrawal
TXN16745346,ACC225539,MERCH5,2025-03-26 00:00:39.526003,17.14,purchase
TXN46573620,ACC909277,MERCH9,2025-04-16 00:00:39.526003,59.83,withdrawal
TXN71356667,ACC404638,MERCH6,2025-04-19 00:00:39.526003,58.77,withdrawal
TXN55099869,ACC525726,MERCH12,2025-08-13 00:00:39.526003,4.31,deposit
TXN52831953,ACC193626,MERCH2,2025-05-18 00:00:39.526003,24.63,deposit
TXN70836534,ACC164538,MERCH17,2026-01-08 00:00:39.526003,78.05,purchase
TXN47600203,ACC546048,MERCH22,2025-09-30 00:00:39.526003,36.08,withdrawal
TXN57883396,ACC233324,MERCH10,2025-10-27 00:00:39.526003,27.98,purchase
TXN97890609,ACC913395,MERCH27,2025-05-09 00:00:39.526003,61.12,purchase
TXN43625589,ACC294736,MERCH33,2025-07-20 00:00:39.526003,20.88,deposit
TXN29603395,ACC173228,MERCH32,2025-09-20 00:00:39.526003,14.6,withdrawal
TXN92320159,ACC481430,MERCH29,2025-06-26 00:00:39.526003,57.9,withdrawal
TXN88493546,ACC809780,MERCH6,2025-05-19 00:00:39.526003,35.03,purchase
TXN24959419,ACC716121,MERCH41,2025-08-19 00:00:39.526003,10.26,deposit
TXN35537662,ACC641909,MERCH33,2025-12-01 00:00:39.526003,38.94,deposit
TXN64793220,ACC622158,MERCH40,2025-05-30 00:00:39.526003,78.91,purchase
TXN93459631,ACC520951,MERCH42,2026-01-02 00:00:39.526003,29.67,deposit
TXN80471581,ACC546274,MERCH13,2025-09-14 00:00:39.526003,66.18,withdrawal
TXN32918917,ACC204563,MERCH47,2026-01-16 00:00:39.526003,24.45,purchase
TXN91869228,ACC314984,MERCH33,2025-03-19 00:00:39.526003,13.46,withdrawal
TXN94803168,ACC995407,MERCH20,2025-06-04 00:00:39.526003,38.49,purchase
TXN24710368,ACC203348,MERCH21,2025-07-05 00:00:39.526003,94.61,purchase
TXN61316259,ACC857642,MERCH43,2025-08-17 00:00:39.526003,53.71,withdrawal
TXN30343195,ACC647880,MERCH22,2025-02-02 00:00:39.526003,138.6,purchase
TXN73105826,ACC765977,MERCH45,2026-01-11 00:00:39.526003,6.55,deposit
TXN58034246,ACC639300,MERCH27,2025-09-25 00:00:39.526003,48.45,withdrawal
TXN16980611,ACC652404,MERCH34,2025-12-03 00:00:39.526003,77.75,purchase
TXN26021212,ACC943228,MERCH35,2025-03-10 00:00:39.526003,83.43,purchase
TXN15315304,ACC608448,MERCH39,2025-10-19 00:00:39.526003,33.23,deposit
TXN25011794,ACC766891,MERCH15,2025-03-27 00:00:39.526003,160.07,withdrawal
TXN70779017,ACC683655,MERCH20,2025-09-14 00:00:39.526003,10.43,deposit
TXN86107777,ACC619620,MERCH15,2025-08-30 00:00:39.526003,19.08,purchase
TXN64747616,ACC297390,MERCH29,2025-07-15 00:00:39.526003,1.81,withdrawal
TXN60540549,ACC340654,MERCH31,2025-01-31 00:00:39.526003,1.41,purchase
TXN69211823,ACC338517,MERCH6,2025-12-10 00:00:39.526003,8.04,deposit
TXN33249952,ACC353259,MERCH36,2025-04-13 00:00:39.526003,80.81,purchase
TXN46048062,ACC759664,MERCH41,2025-05-31 00:00:39.526003,64.28,purchase
TXN62816357,ACC410898,MERCH8,2025-03-31 00:00:39.526003,61.61,purchase
TXN86519621,ACC903254,MERCH7,2025-08-08 00:00:39.526003,97.01,purchase
TXN93779867,ACC314984,MERCH7,2025-10-26 00:00:39.526003,53.36,withdrawal
TXN80248582,ACC467465,MERCH45,2025-06-20 00:00:39.526003,22.18,deposit
TXN17774249,ACC743031,MERCH49,2025-06-16 00:00:39.526003,70.08,purchase
TXN68500414,ACC272461,MERCH39,2025-06-21 00:00:39.526003,35.28,purchase
TXN17007455,ACC731385,MERCH33,2025-04-02 00:00:39.526003,16.79,purchase
TXN41571953,ACC104384,MERCH3,2025-03-27 00:00:39.526003,117.23,purchase
TXN65701865,ACC917653,MERCH5,2025-10-15 00:00:39.526003,52.17,deposit
TXN50857683,ACC883410,MERCH12,2026-01-10 00:00:39.526003,72.3,purchase
TXN34988754,ACC419539,MERCH23,2025-12-27 00:00:39.526003,24.61,purchase
TXN46059522,ACC247106,MERCH24,2026-01-19 00:00:39.526003,13.34,deposit
TXN93202525,ACC467465,MERCH11,2025-05-09 00:00:39.526003,47.04,withdrawal
TXN61821025,ACC553338,MERCH9,2025-10-30 00:00:39.526003,105.37,purchase
TXN77720353,ACC447113,MERCH16,2025-12-28 00:00:39.526003,115.48,deposit
TXN73133430,ACC976835,MERCH40,2026-01-17 00:00:39.526003,14.84,withdrawal
TXN18583887,ACC377450,MERCH47,2025-03-06 00:00:39.526003,43.35,deposit
TXN98438029,ACC249105,MERCH33,2025-10-28 00:00:39.526003,56.87,deposit
TXN10466007,ACC808577,MERCH48,2025-04-03 00:00:39.526003,42.69,purchase
TXN70221165,ACC897884,MERCH11,2025-10-13 00:00:39.526003,31.85,deposit
TXN63153289,ACC747534,MERCH41,2025-04-28 00:00:39.526003,99.48,withdrawal
TXN38927923,ACC791082,MERCH47,2025-06-19 00:00:39.526003,86.7,deposit
TXN84720573,ACC903881,MERCH14,2025-03-03 00:00:39.526003,76.95,withdrawal
TXN48754078,ACC478078,MERCH33,2025-12-19 00:00:39.526003,96.28,withdrawal
TXN60880206,ACC191771,MERCH23,2025-05-15 00:00:39.526003,30.16,purchase
TXN21389040,ACC943193,MERCH4,2026-01-13 00:00:39.526003,8.56,deposit
TXN73678764,ACC809780,MERCH48,2025-04-03 00:00:39.526003,88.22,withdrawal
TXN79623654,ACC231025,MERCH22,2026-01-18 00:00:39.526003,55.41,deposit
TXN15596816,ACC501684,MERCH27,2025-11-13 00:00:39.526003,37.23,deposit
TXN44857005,ACC186237,MERCH32,2025-04-01 00:00:39.526003,68.19,withdrawal
TXN19551319,ACC357451,MERCH43,2025-08-14 00:00:39.526003,8.34,deposit
TXN45202249,ACC249105,MERCH9,2025-08-16 00:00:39.526003,1.24,withdrawal
TXN61714094,ACC157464,MERCH38,2025-11-03 00:00:39.526003,82.58,withdrawal
TXN16302038,ACC249663,MERCH35,2025-03-27 00:00:39.526003,30.54,purchase
TXN60384414,ACC746013,MERCH22,2026-01-23 00:00:39.526003,40.78,withdrawal
TXN91689877,ACC142827,MERCH19,2025-09-06 00:00:39.526003,59.92,deposit
TXN18127041,ACC343205,MERCH35,2025-12-28 00:00:39.526003,121.84,deposit
